# time_in_ns	wl_increment_in_kT
5.010	0.312500
5.020	0.312500
5.030	0.312500
5.040	0.312500
5.050	0.312500
5.060	0.312500
5.070	0.312500
5.080	0.312500
5.090	0.312500
5.100	0.312500
5.110	0.312500
5.120	0.312500
5.130	0.312500
5.140	0.312500
5.150	0.312500
5.160	0.312500
5.170	0.312500
5.180	0.312500
5.190	0.312500
5.200	0.312500
5.210	0.312500
5.220	0.312500
5.230	0.312500
5.240	0.312500
5.250	0.312500
5.260	0.312500
5.270	0.312500
5.280	0.312500
5.290	0.312500
5.300	0.312500
5.310	0.312500
5.320	0.312500
5.330	0.312500
5.340	0.312500
5.350	0.312500
5.360	0.312500
5.370	0.312500
5.380	0.312500
5.390	0.312500
5.400	0.312500
5.410	0.312500
5.420	0.312500
5.430	0.312500
5.440	0.312500
5.450	0.312500
5.460	0.312500
5.470	0.312500
5.480	0.312500
5.490	0.312500
5.500	0.312500
5.510	0.312500
5.520	0.312500
5.530	0.312500
5.540	0.312500
5.550	0.312500
5.560	0.312500
5.570	0.312500
5.580	0.312500
5.590	0.312500
5.600	0.312500
5.610	0.312500
5.620	0.312500
5.630	0.312500
5.640	0.312500
5.650	0.312500
5.660	0.312500
5.670	0.312500
5.680	0.312500
5.690	0.312500
5.700	0.312500
5.710	0.312500
5.720	0.312500
5.730	0.312500
5.740	0.312500
5.750	0.312500
5.760	0.312500
5.770	0.312500
5.780	0.312500
5.790	0.312500
5.800	0.312500
5.810	0.312500
5.820	0.312500
5.830	0.312500
5.840	0.312500
5.850	0.312500
5.860	0.312500
5.870	0.312500
5.880	0.312500
5.890	0.312500
5.900	0.312500
5.910	0.312500
5.920	0.312500
5.930	0.312500
5.940	0.156250
5.950	0.156250
5.960	0.156250
5.970	0.156250
5.980	0.156250
5.990	0.156250
6.000	0.156250
6.010	0.156250
6.020	0.156250
6.030	0.156250
6.040	0.156250
6.050	0.156250
6.060	0.156250
6.070	0.156250
6.080	0.156250
6.090	0.156250
6.100	0.156250
6.110	0.156250
6.120	0.156250
6.130	0.156250
6.140	0.156250
6.150	0.156250
6.160	0.156250
6.170	0.156250
6.180	0.156250
6.190	0.156250
6.200	0.156250
6.210	0.156250
6.220	0.156250
6.230	0.156250
6.240	0.156250
6.250	0.156250
6.260	0.156250
6.270	0.156250
6.280	0.156250
6.290	0.156250
6.300	0.156250
6.310	0.156250
6.320	0.156250
6.330	0.156250
6.340	0.156250
6.350	0.156250
6.360	0.156250
6.370	0.156250
6.380	0.156250
6.390	0.156250
6.400	0.156250
6.410	0.156250
6.420	0.156250
6.430	0.156250
6.440	0.156250
6.450	0.156250
6.460	0.156250
6.470	0.156250
6.480	0.156250
6.490	0.156250
6.500	0.156250
6.510	0.156250
6.520	0.156250
6.530	0.156250
6.540	0.156250
6.550	0.156250
6.560	0.156250
6.570	0.156250
6.580	0.156250
6.590	0.156250
6.600	0.156250
6.610	0.156250
6.620	0.156250
6.630	0.156250
6.640	0.156250
6.650	0.156250
6.660	0.156250
6.670	0.156250
6.680	0.156250
6.690	0.156250
6.700	0.156250
6.710	0.156250
6.720	0.156250
6.730	0.156250
6.740	0.156250
6.750	0.156250
6.760	0.156250
6.770	0.156250
6.780	0.156250
6.790	0.156250
6.800	0.156250
6.810	0.156250
6.820	0.156250
6.830	0.156250
6.840	0.156250
6.850	0.156250
6.860	0.156250
6.870	0.156250
6.880	0.156250
6.890	0.156250
6.900	0.156250
6.910	0.156250
6.920	0.156250
6.930	0.156250
6.940	0.156250
6.950	0.156250
6.960	0.156250
6.970	0.156250
6.980	0.156250
6.990	0.156250
7.000	0.156250
7.010	0.156250
7.020	0.156250
7.030	0.156250
7.040	0.156250
7.050	0.156250
7.060	0.156250
7.070	0.156250
7.080	0.156250
7.090	0.156250
7.100	0.156250
7.110	0.156250
7.120	0.156250
7.130	0.156250
7.140	0.156250
7.150	0.156250
7.160	0.156250
7.170	0.156250
7.180	0.156250
7.190	0.156250
7.200	0.156250
7.210	0.156250
7.220	0.156250
7.230	0.156250
7.240	0.156250
7.250	0.156250
7.260	0.156250
7.270	0.156250
7.280	0.156250
7.290	0.156250
7.300	0.156250
7.310	0.156250
7.320	0.156250
7.330	0.156250
7.340	0.156250
7.350	0.156250
7.360	0.156250
7.370	0.156250
7.380	0.156250
7.390	0.156250
7.400	0.156250
7.410	0.156250
7.420	0.156250
7.430	0.156250
7.440	0.156250
7.450	0.156250
7.460	0.156250
7.470	0.156250
7.480	0.156250
7.490	0.156250
7.500	0.156250
7.510	0.156250
7.520	0.156250
7.530	0.156250
7.540	0.156250
7.550	0.078125
7.560	0.078125
7.570	0.078125
7.580	0.078125
7.590	0.078125
7.600	0.078125
7.610	0.078125
7.620	0.078125
7.630	0.078125
7.640	0.078125
7.650	0.078125
7.660	0.078125
7.670	0.078125
7.680	0.078125
7.690	0.078125
7.700	0.078125
7.710	0.078125
7.720	0.078125
7.730	0.078125
7.740	0.078125
7.750	0.078125
7.760	0.078125
7.770	0.078125
7.780	0.078125
7.790	0.078125
7.800	0.078125
7.810	0.078125
7.820	0.078125
7.830	0.078125
7.840	0.078125
7.850	0.078125
7.860	0.078125
7.870	0.078125
7.880	0.078125
7.890	0.078125
7.900	0.078125
7.910	0.078125
7.920	0.078125
7.930	0.078125
7.940	0.078125
7.950	0.078125
7.960	0.078125
7.970	0.078125
7.980	0.078125
7.990	0.078125
8.000	0.078125
8.010	0.078125
8.020	0.078125
8.030	0.078125
8.040	0.078125
8.050	0.078125
8.060	0.078125
8.070	0.078125
8.080	0.078125
8.090	0.078125
8.100	0.078125
8.110	0.078125
8.120	0.078125
8.130	0.078125
8.140	0.078125
8.150	0.078125
8.160	0.078125
8.170	0.078125
8.180	0.078125
8.190	0.078125
8.200	0.078125
8.210	0.078125
8.220	0.078125
8.230	0.078125
8.240	0.078125
8.250	0.078125
8.260	0.078125
8.270	0.078125
8.280	0.078125
8.290	0.078125
8.300	0.078125
8.310	0.078125
8.320	0.078125
8.330	0.078125
8.340	0.078125
8.350	0.078125
8.360	0.078125
8.370	0.078125
8.380	0.078125
8.390	0.078125
8.400	0.078125
8.410	0.078125
8.420	0.078125
8.430	0.078125
8.440	0.078125
8.450	0.078125
8.460	0.078125
8.470	0.078125
8.480	0.078125
8.490	0.078125
8.500	0.078125
8.510	0.078125
8.520	0.078125
8.530	0.078125
8.540	0.078125
8.550	0.078125
8.560	0.078125
8.570	0.078125
8.580	0.078125
8.590	0.078125
8.600	0.078125
8.610	0.078125
8.620	0.078125
8.630	0.078125
8.640	0.078125
8.650	0.078125
8.660	0.078125
8.670	0.078125
8.680	0.078125
8.690	0.078125
8.700	0.078125
8.710	0.078125
8.720	0.078125
8.730	0.078125
8.740	0.078125
8.750	0.078125
8.760	0.078125
8.770	0.078125
8.780	0.078125
8.790	0.078125
8.800	0.078125
8.810	0.078125
8.820	0.078125
8.830	0.078125
8.840	0.078125
8.850	0.078125
8.860	0.078125
8.870	0.078125
8.880	0.078125
8.890	0.078125
8.900	0.078125
8.910	0.078125
8.920	0.078125
8.930	0.078125
8.940	0.078125
8.950	0.039062
8.960	0.039062
8.970	0.039062
8.980	0.039062
8.990	0.039062
9.000	0.039062
9.010	0.039062
9.020	0.039062
9.030	0.039062
9.040	0.039062
9.050	0.039062
9.060	0.039062
9.070	0.039062
9.080	0.039062
9.090	0.039062
9.100	0.039062
9.110	0.039062
9.120	0.039062
9.130	0.039062
9.140	0.039062
9.150	0.039062
9.160	0.039062
9.170	0.039062
9.180	0.039062
9.190	0.039062
9.200	0.039062
9.210	0.039062
9.220	0.039062
9.230	0.039062
9.240	0.039062
9.250	0.039062
9.260	0.039062
9.270	0.039062
9.280	0.039062
9.290	0.039062
9.300	0.039062
9.310	0.039062
9.320	0.039062
9.330	0.039062
9.340	0.039062
9.350	0.039062
9.360	0.039062
9.370	0.039062
9.380	0.039062
9.390	0.039062
9.400	0.039062
9.410	0.039062
9.420	0.039062
9.430	0.039062
9.440	0.039062
9.450	0.039062
9.460	0.039062
9.470	0.039062
9.480	0.039062
9.490	0.039062
9.500	0.039062
9.510	0.039062
9.520	0.039062
9.530	0.039062
9.540	0.039062
9.550	0.039062
9.560	0.039062
9.570	0.039062
9.580	0.039062
9.590	0.039062
9.600	0.039062
9.610	0.039062
9.620	0.039062
9.630	0.039062
9.640	0.039062
9.650	0.039062
9.660	0.039062
9.670	0.039062
9.680	0.039062
9.690	0.039062
9.700	0.039062
9.710	0.039062
9.720	0.039062
9.730	0.039062
9.740	0.039062
9.750	0.039062
9.760	0.039062
9.770	0.039062
9.780	0.039062
9.790	0.039062
9.800	0.039062
9.810	0.039062
9.820	0.039062
9.830	0.039062
9.840	0.039062
9.850	0.039062
9.860	0.039062
9.870	0.039062
9.880	0.039062
9.890	0.039062
9.900	0.039062
9.910	0.039062
9.920	0.039062
9.930	0.039062
9.940	0.039062
9.950	0.039062
9.960	0.039062
9.970	0.039062
9.980	0.039062
9.990	0.039062
10.000	0.039062
10.010	0.039062
10.020	0.039062
10.030	0.039062
10.040	0.039062
10.050	0.039062
10.060	0.039062
10.070	0.039062
10.080	0.039062
10.090	0.039062
10.100	0.039062
10.110	0.039062
10.120	0.039062
10.130	0.039062
10.140	0.039062
10.150	0.039062
10.160	0.039062
10.170	0.039062
10.180	0.039062
10.190	0.039062
10.200	0.039062
10.210	0.039062
10.220	0.039062
10.230	0.039062
10.240	0.039062
10.250	0.039062
10.260	0.039062
10.270	0.039062
10.280	0.039062
10.290	0.039062
10.300	0.039062
10.310	0.039062
10.320	0.039062
10.330	0.039062
10.340	0.039062
10.350	0.039062
10.360	0.039062
10.370	0.039062
10.380	0.039062
10.390	0.039062
10.400	0.039062
10.410	0.039062
10.420	0.039062
10.430	0.039062
10.440	0.039062
10.450	0.039062
10.460	0.039062
10.470	0.039062
10.480	0.039062
10.490	0.039062
10.500	0.039062
10.510	0.039062
10.520	0.039062
10.530	0.039062
10.540	0.039062
10.550	0.039062
10.560	0.039062
10.570	0.039062
10.580	0.039062
10.590	0.039062
10.600	0.039062
10.610	0.039062
10.620	0.039062
10.630	0.039062
10.640	0.039062
10.650	0.039062
10.660	0.039062
10.670	0.039062
10.680	0.039062
10.690	0.039062
10.700	0.039062
10.710	0.039062
10.720	0.039062
10.730	0.039062
10.740	0.039062
10.750	0.039062
10.760	0.039062
10.770	0.039062
10.780	0.039062
10.790	0.039062
10.800	0.039062
10.810	0.039062
10.820	0.039062
10.830	0.039062
10.840	0.039062
10.850	0.039062
10.860	0.039062
10.870	0.039062
10.880	0.039062
10.890	0.039062
10.900	0.039062
10.910	0.039062
10.920	0.039062
10.930	0.039062
10.940	0.039062
10.950	0.039062
10.960	0.039062
10.970	0.039062
10.980	0.039062
10.990	0.039062
11.000	0.039062
11.010	0.039062
11.020	0.039062
11.030	0.039062
11.040	0.039062
11.050	0.039062
11.060	0.039062
11.070	0.039062
11.080	0.039062
11.090	0.039062
11.100	0.039062
11.110	0.039062
11.120	0.039062
11.130	0.039062
11.140	0.039062
11.150	0.039062
11.160	0.039062
11.170	0.039062
11.180	0.039062
11.190	0.039062
11.200	0.039062
11.210	0.039062
11.220	0.039062
11.230	0.039062
11.240	0.039062
11.250	0.039062
11.260	0.039062
11.270	0.039062
11.280	0.039062
11.290	0.039062
11.300	0.039062
11.310	0.039062
11.320	0.039062
11.330	0.039062
11.340	0.039062
11.350	0.039062
11.360	0.039062
11.370	0.039062
11.380	0.019531
11.390	0.019531
11.400	0.019531
11.410	0.019531
11.420	0.019531
11.430	0.019531
11.440	0.019531
11.450	0.019531
11.460	0.019531
11.470	0.019531
11.480	0.019531
11.490	0.019531
11.500	0.019531
11.510	0.019531
11.520	0.019531
11.530	0.019531
11.540	0.019531
11.550	0.019531
11.560	0.019531
11.570	0.019531
11.580	0.019531
11.590	0.019531
11.600	0.019531
11.610	0.019531
11.620	0.019531
11.630	0.019531
11.640	0.019531
11.650	0.019531
11.660	0.019531
11.670	0.019531
11.680	0.019531
11.690	0.019531
11.700	0.019531
11.710	0.019531
11.720	0.019531
11.730	0.019531
11.740	0.019531
11.750	0.019531
11.760	0.019531
11.770	0.019531
11.780	0.019531
11.790	0.019531
11.800	0.019531
11.810	0.019531
11.820	0.019531
11.830	0.019531
11.840	0.019531
11.850	0.019531
11.860	0.019531
11.870	0.019531
11.880	0.019531
11.890	0.019531
11.900	0.019531
11.910	0.019531
11.920	0.019531
11.930	0.019531
11.940	0.019531
11.950	0.019531
11.960	0.019531
11.970	0.019531
11.980	0.019531
11.990	0.019531
12.000	0.019531
12.010	0.019531
12.020	0.019531
12.030	0.019531
12.040	0.019531
12.050	0.019531
12.060	0.019531
12.070	0.019531
12.080	0.019531
12.090	0.019531
12.100	0.019531
12.110	0.019531
12.120	0.019531
12.130	0.019531
12.140	0.019531
12.150	0.019531
12.160	0.019531
12.170	0.019531
12.180	0.019531
12.190	0.019531
12.200	0.019531
12.210	0.019531
12.220	0.019531
12.230	0.019531
12.240	0.019531
12.250	0.019531
12.260	0.019531
12.270	0.019531
12.280	0.019531
12.290	0.019531
12.300	0.019531
12.310	0.019531
12.320	0.019531
12.330	0.019531
12.340	0.019531
12.350	0.019531
12.360	0.019531
12.370	0.019531
12.380	0.019531
12.390	0.019531
12.400	0.019531
12.410	0.019531
12.420	0.019531
12.430	0.019531
12.440	0.019531
12.450	0.019531
12.460	0.019531
12.470	0.019531
12.480	0.019531
12.490	0.019531
12.500	0.019531
12.510	0.019531
12.520	0.019531
12.530	0.019531
12.540	0.019531
12.550	0.019531
12.560	0.019531
12.570	0.019531
12.580	0.019531
12.590	0.019531
12.600	0.019531
12.610	0.019531
12.620	0.019531
12.630	0.019531
12.640	0.019531
12.650	0.019531
12.660	0.019531
12.670	0.019531
12.680	0.019531
12.690	0.019531
12.700	0.019531
12.710	0.019531
12.720	0.019531
12.730	0.019531
12.740	0.019531
12.750	0.019531
12.760	0.019531
12.770	0.019531
12.780	0.019531
12.790	0.019531
12.800	0.019531
12.810	0.019531
12.820	0.019531
12.830	0.019531
12.840	0.019531
12.850	0.019531
12.860	0.019531
12.870	0.019531
12.880	0.019531
12.890	0.019531
12.900	0.019531
12.910	0.019531
12.920	0.019531
12.930	0.019531
12.940	0.019531
12.950	0.019531
12.960	0.019531
12.970	0.019531
12.980	0.019531
12.990	0.019531
13.000	0.019531
13.010	0.019531
13.020	0.019531
13.030	0.019531
13.040	0.019531
13.050	0.019531
13.060	0.019531
13.070	0.019531
13.080	0.019531
13.090	0.019531
13.100	0.019531
13.110	0.019531
13.120	0.019531
13.130	0.019531
13.140	0.019531
13.150	0.019531
13.160	0.019531
13.170	0.019531
13.180	0.019531
13.190	0.019531
13.200	0.019531
13.210	0.019531
13.220	0.019531
13.230	0.019531
13.240	0.019531
13.250	0.019531
13.260	0.019531
13.270	0.019531
13.280	0.019531
13.290	0.019531
13.300	0.019531
13.310	0.019531
13.320	0.019531
13.330	0.019531
13.340	0.019531
13.350	0.019531
13.360	0.019531
13.370	0.019531
13.380	0.019531
13.390	0.019531
13.400	0.019531
13.410	0.019531
13.420	0.019531
13.430	0.019531
13.440	0.019531
13.450	0.019531
13.460	0.019531
13.470	0.019531
13.480	0.019531
13.490	0.019531
13.500	0.019531
13.510	0.019531
13.520	0.019531
13.530	0.019531
13.540	0.019531
13.550	0.019531
13.560	0.019531
13.570	0.019531
13.580	0.019531
13.590	0.019531
13.600	0.019531
13.610	0.019531
13.620	0.019531
13.630	0.019531
13.640	0.019531
13.650	0.019531
13.660	0.019531
13.670	0.019531
13.680	0.019531
13.690	0.019531
13.700	0.019531
13.710	0.019531
13.720	0.019531
13.730	0.019531
13.740	0.019531
13.750	0.019531
13.760	0.019531
13.770	0.019531
13.780	0.019531
13.790	0.019531
13.800	0.019531
13.810	0.019531
13.820	0.019531
13.830	0.019531
13.840	0.019531
13.850	0.019531
13.860	0.019531
13.870	0.019531
13.880	0.019531
13.890	0.019531
13.900	0.019531
13.910	0.019531
13.920	0.019531
13.930	0.019531
13.940	0.019531
13.950	0.019531
13.960	0.019531
13.970	0.019531
13.980	0.019531
13.990	0.019531
14.000	0.019531
14.010	0.019531
14.020	0.019531
14.030	0.019531
14.040	0.019531
14.050	0.019531
14.060	0.019531
14.070	0.019531
14.080	0.019531
14.090	0.019531
14.100	0.019531
14.110	0.019531
14.120	0.019531
14.130	0.019531
14.140	0.019531
14.150	0.019531
14.160	0.019531
14.170	0.019531
14.180	0.019531
14.190	0.019531
14.200	0.019531
14.210	0.019531
14.220	0.019531
14.230	0.019531
14.240	0.019531
14.250	0.019531
14.260	0.019531
14.270	0.019531
14.280	0.019531
14.290	0.019531
14.300	0.019531
14.310	0.019531
14.320	0.019531
14.330	0.019531
14.340	0.019531
14.350	0.019531
14.360	0.019531
14.370	0.019531
14.380	0.019531
14.390	0.019531
14.400	0.019531
14.410	0.019531
14.420	0.019531
14.430	0.019531
14.440	0.019531
14.450	0.019531
14.460	0.019531
14.470	0.019531
14.480	0.019531
14.490	0.019531
14.500	0.019531
14.510	0.019531
14.520	0.019531
14.530	0.019531
14.540	0.019531
14.550	0.019531
14.560	0.019531
14.570	0.019531
14.580	0.019531
14.590	0.019531
14.600	0.019531
14.610	0.019531
14.620	0.019531
14.630	0.019531
14.640	0.019531
14.650	0.019531
14.660	0.019531
14.670	0.019531
14.680	0.019531
14.690	0.019531
14.700	0.019531
14.710	0.019531
14.720	0.019531
14.730	0.019531
14.740	0.019531
14.750	0.019531
14.760	0.019531
14.770	0.019531
14.780	0.019531
14.790	0.019531
14.800	0.019531
14.810	0.019531
14.820	0.019531
14.830	0.019531
14.840	0.019531
14.850	0.019531
14.860	0.019531
14.870	0.019531
14.880	0.019531
14.890	0.019531
14.900	0.019531
14.910	0.019531
14.920	0.019531
14.930	0.019531
14.940	0.019531
14.950	0.019531
14.960	0.019531
14.970	0.019531
14.980	0.019531
14.990	0.019531
15.000	0.019531
15.010	0.019531
15.020	0.019531
15.030	0.019531
15.040	0.019531
15.050	0.019531
15.060	0.019531
15.070	0.019531
15.080	0.019531
15.090	0.019531
15.100	0.019531
15.110	0.019531
15.120	0.019531
15.130	0.019531
15.140	0.019531
15.150	0.019531
15.160	0.019531
15.170	0.019531
15.180	0.019531
15.190	0.019531
15.200	0.019531
15.210	0.019531
15.220	0.019531
15.230	0.019531
15.240	0.019531
15.250	0.019531
15.260	0.019531
15.270	0.019531
15.280	0.019531
15.290	0.019531
15.300	0.019531
15.310	0.019531
15.320	0.019531
15.330	0.019531
15.340	0.019531
15.350	0.019531
15.360	0.019531
15.370	0.019531
15.380	0.019531
15.390	0.019531
15.400	0.019531
15.410	0.019531
15.420	0.019531
15.430	0.019531
15.440	0.019531
15.450	0.019531
15.460	0.019531
15.470	0.019531
15.480	0.019531
15.490	0.019531
15.500	0.019531
