# time_in_ns	wl_increment_in_kT
5.010	1.250000
5.020	1.250000
5.030	1.250000
5.040	1.250000
5.050	1.250000
5.060	1.250000
5.070	1.250000
5.080	1.250000
5.090	1.250000
5.100	1.250000
5.110	1.250000
5.120	1.250000
5.130	1.250000
5.140	1.250000
5.150	1.250000
5.160	1.250000
5.170	1.250000
5.180	1.250000
5.190	1.250000
5.200	1.250000
5.210	1.250000
5.220	1.250000
5.230	1.250000
5.240	1.250000
5.250	1.250000
5.260	1.250000
5.270	1.250000
5.280	1.250000
5.290	1.250000
5.300	1.250000
5.310	1.250000
5.320	1.250000
5.330	1.250000
5.340	1.250000
5.350	1.250000
5.360	1.250000
5.370	1.250000
5.380	1.250000
5.390	1.250000
5.400	1.250000
5.410	1.250000
5.420	1.250000
5.430	1.250000
5.440	1.250000
5.450	1.250000
5.460	1.250000
5.470	1.250000
5.480	1.250000
5.490	1.250000
5.500	1.250000
5.510	1.250000
5.520	1.250000
5.530	1.250000
5.540	1.250000
5.550	1.250000
5.560	1.250000
5.570	1.250000
5.580	1.250000
5.590	1.250000
5.600	1.250000
5.610	1.250000
5.620	1.250000
5.630	1.250000
5.640	1.250000
5.650	1.250000
5.660	1.250000
5.670	1.250000
5.680	1.250000
5.690	1.250000
5.700	1.250000
5.710	1.250000
5.720	1.250000
5.730	1.250000
5.740	1.250000
5.750	1.250000
5.760	1.250000
5.770	1.250000
5.780	1.250000
5.790	1.250000
5.800	1.250000
5.810	1.250000
5.820	1.250000
5.830	1.250000
5.840	1.250000
5.850	1.250000
5.860	1.250000
5.870	1.250000
5.880	1.250000
5.890	1.250000
5.900	1.250000
5.910	1.250000
5.920	1.250000
5.930	1.250000
5.940	1.250000
5.950	1.250000
5.960	1.250000
5.970	1.250000
5.980	1.250000
5.990	1.250000
6.000	1.250000
6.010	1.250000
6.020	1.250000
6.030	1.250000
6.040	1.250000
6.050	1.250000
6.060	1.250000
6.070	1.250000
6.080	1.250000
6.090	1.250000
6.100	1.250000
6.110	1.250000
6.120	1.250000
6.130	1.250000
6.140	1.250000
6.150	1.250000
6.160	1.250000
6.170	1.250000
6.180	1.250000
6.190	1.250000
6.200	1.250000
6.210	1.250000
6.220	1.250000
6.230	1.250000
6.240	1.250000
6.250	1.250000
6.260	1.250000
6.270	1.250000
6.280	1.250000
6.290	1.250000
6.300	1.250000
6.310	1.250000
6.320	1.250000
6.330	1.250000
6.340	1.250000
6.350	1.250000
6.360	1.250000
6.370	1.250000
6.380	1.250000
6.390	1.250000
6.400	1.250000
6.410	1.250000
6.420	1.250000
6.430	1.250000
6.440	1.250000
6.450	1.250000
6.460	1.250000
6.470	1.250000
6.480	1.250000
6.490	1.250000
6.500	1.250000
6.510	1.250000
6.520	1.250000
6.530	1.250000
6.540	1.250000
6.550	1.250000
6.560	1.250000
6.570	1.250000
6.580	1.250000
6.590	1.250000
6.600	1.250000
6.610	1.250000
6.620	1.250000
6.630	1.250000
6.640	1.250000
6.650	1.250000
6.660	1.250000
6.670	1.250000
6.680	1.250000
6.690	1.250000
6.700	1.250000
6.710	1.250000
6.720	1.250000
6.730	1.250000
6.740	1.250000
6.750	1.250000
6.760	1.250000
6.770	1.250000
6.780	1.250000
6.790	1.250000
6.800	1.250000
6.810	1.250000
6.820	1.250000
6.830	1.250000
6.840	1.250000
6.850	1.250000
6.860	1.250000
6.870	1.250000
6.880	1.250000
6.890	1.250000
6.900	1.250000
6.910	1.250000
6.920	1.250000
6.930	1.250000
6.940	1.250000
6.950	1.250000
6.960	1.250000
6.970	0.625000
6.980	0.625000
6.990	0.625000
7.000	0.625000
7.010	0.625000
7.020	0.625000
7.030	0.625000
7.040	0.625000
7.050	0.625000
7.060	0.625000
7.070	0.625000
7.080	0.625000
7.090	0.625000
7.100	0.625000
7.110	0.625000
7.120	0.625000
7.130	0.625000
7.140	0.625000
7.150	0.625000
7.160	0.625000
7.170	0.625000
7.180	0.625000
7.190	0.625000
7.200	0.625000
7.210	0.625000
7.220	0.625000
7.230	0.625000
7.240	0.625000
7.250	0.625000
7.260	0.625000
7.270	0.625000
7.280	0.625000
7.290	0.625000
7.300	0.625000
7.310	0.625000
7.320	0.625000
7.330	0.625000
7.340	0.625000
7.350	0.625000
7.360	0.625000
7.370	0.625000
7.380	0.625000
7.390	0.625000
7.400	0.625000
7.410	0.625000
7.420	0.625000
7.430	0.625000
7.440	0.625000
7.450	0.625000
7.460	0.625000
7.470	0.625000
7.480	0.625000
7.490	0.625000
7.500	0.625000
7.510	0.625000
7.520	0.625000
7.530	0.625000
7.540	0.625000
7.550	0.625000
7.560	0.625000
7.570	0.625000
7.580	0.625000
7.590	0.625000
7.600	0.625000
7.610	0.625000
7.620	0.625000
7.630	0.625000
7.640	0.625000
7.650	0.625000
7.660	0.625000
7.670	0.625000
7.680	0.625000
7.690	0.625000
7.700	0.625000
7.710	0.625000
7.720	0.625000
7.730	0.625000
7.740	0.625000
7.750	0.625000
7.760	0.625000
7.770	0.625000
7.780	0.625000
7.790	0.625000
7.800	0.625000
7.810	0.625000
7.820	0.625000
7.830	0.625000
7.840	0.625000
7.850	0.625000
7.860	0.625000
7.870	0.625000
7.880	0.625000
7.890	0.625000
7.900	0.625000
7.910	0.625000
7.920	0.625000
7.930	0.625000
7.940	0.625000
7.950	0.625000
7.960	0.625000
7.970	0.625000
7.980	0.625000
7.990	0.625000
8.000	0.625000
8.010	0.625000
8.020	0.625000
8.030	0.625000
8.040	0.625000
8.050	0.625000
8.060	0.625000
8.070	0.625000
8.080	0.625000
8.090	0.625000
8.100	0.625000
8.110	0.625000
8.120	0.625000
8.130	0.625000
8.140	0.625000
8.150	0.625000
8.160	0.625000
8.170	0.625000
8.180	0.625000
8.190	0.625000
8.200	0.625000
8.210	0.625000
8.220	0.625000
8.230	0.625000
8.240	0.625000
8.250	0.625000
8.260	0.625000
8.270	0.625000
8.280	0.625000
8.290	0.625000
8.300	0.625000
8.310	0.625000
8.320	0.625000
8.330	0.625000
8.340	0.625000
8.350	0.625000
8.360	0.625000
8.370	0.625000
8.380	0.625000
8.390	0.625000
8.400	0.625000
8.410	0.625000
8.420	0.625000
8.430	0.625000
8.440	0.625000
8.450	0.625000
8.460	0.625000
8.470	0.625000
8.480	0.625000
8.490	0.625000
8.500	0.625000
8.510	0.625000
8.520	0.625000
8.530	0.625000
8.540	0.625000
8.550	0.625000
8.560	0.625000
8.570	0.625000
8.580	0.625000
8.590	0.625000
8.600	0.625000
8.610	0.625000
8.620	0.625000
8.630	0.625000
8.640	0.625000
8.650	0.625000
8.660	0.625000
8.670	0.625000
8.680	0.625000
8.690	0.625000
8.700	0.625000
8.710	0.625000
8.720	0.625000
8.730	0.625000
8.740	0.625000
8.750	0.625000
8.760	0.625000
8.770	0.625000
8.780	0.625000
8.790	0.625000
8.800	0.625000
8.810	0.625000
8.820	0.625000
8.830	0.625000
8.840	0.625000
8.850	0.625000
8.860	0.625000
8.870	0.625000
8.880	0.625000
8.890	0.625000
8.900	0.625000
8.910	0.625000
8.920	0.625000
8.930	0.625000
8.940	0.625000
8.950	0.625000
8.960	0.625000
8.970	0.625000
8.980	0.625000
8.990	0.625000
9.000	0.625000
9.010	0.625000
9.020	0.625000
9.030	0.625000
9.040	0.625000
9.050	0.625000
9.060	0.625000
9.070	0.625000
9.080	0.625000
9.090	0.625000
9.100	0.625000
9.110	0.625000
9.120	0.625000
9.130	0.625000
9.140	0.625000
9.150	0.625000
9.160	0.625000
9.170	0.625000
9.180	0.625000
9.190	0.625000
9.200	0.625000
9.210	0.312500
9.220	0.312500
9.230	0.312500
9.240	0.312500
9.250	0.312500
9.260	0.312500
9.270	0.312500
9.280	0.312500
9.290	0.312500
9.300	0.312500
9.310	0.312500
9.320	0.312500
9.330	0.312500
9.340	0.312500
9.350	0.312500
9.360	0.312500
9.370	0.312500
9.380	0.312500
9.390	0.312500
9.400	0.312500
9.410	0.312500
9.420	0.312500
9.430	0.312500
9.440	0.312500
9.450	0.312500
9.460	0.312500
9.470	0.312500
9.480	0.312500
9.490	0.312500
9.500	0.312500
9.510	0.312500
9.520	0.312500
9.530	0.312500
9.540	0.312500
9.550	0.312500
9.560	0.312500
9.570	0.312500
9.580	0.312500
9.590	0.312500
9.600	0.312500
9.610	0.312500
9.620	0.312500
9.630	0.312500
9.640	0.312500
9.650	0.312500
9.660	0.312500
9.670	0.312500
9.680	0.312500
9.690	0.312500
9.700	0.312500
9.710	0.312500
9.720	0.312500
9.730	0.312500
9.740	0.312500
9.750	0.312500
9.760	0.312500
9.770	0.312500
9.780	0.312500
9.790	0.312500
9.800	0.312500
9.810	0.312500
9.820	0.312500
9.830	0.312500
9.840	0.312500
9.850	0.312500
9.860	0.312500
9.870	0.312500
9.880	0.312500
9.890	0.312500
9.900	0.312500
9.910	0.312500
9.920	0.312500
9.930	0.312500
9.940	0.312500
9.950	0.312500
9.960	0.312500
9.970	0.312500
9.980	0.312500
9.990	0.312500
10.000	0.312500
10.010	0.312500
10.020	0.312500
10.030	0.312500
10.040	0.312500
10.050	0.312500
10.060	0.312500
10.070	0.312500
10.080	0.312500
10.090	0.312500
10.100	0.312500
10.110	0.312500
10.120	0.312500
10.130	0.312500
10.140	0.312500
10.150	0.312500
10.160	0.312500
10.170	0.312500
10.180	0.312500
10.190	0.312500
10.200	0.312500
10.210	0.312500
10.220	0.312500
10.230	0.312500
10.240	0.312500
10.250	0.312500
10.260	0.312500
10.270	0.312500
10.280	0.312500
10.290	0.312500
10.300	0.312500
10.310	0.312500
10.320	0.312500
10.330	0.312500
10.340	0.312500
10.350	0.312500
10.360	0.312500
10.370	0.312500
10.380	0.312500
10.390	0.312500
10.400	0.312500
10.410	0.312500
10.420	0.312500
10.430	0.312500
10.440	0.312500
10.450	0.312500
10.460	0.312500
10.470	0.312500
10.480	0.312500
10.490	0.312500
10.500	0.312500
10.510	0.312500
10.520	0.312500
10.530	0.312500
10.540	0.312500
10.550	0.312500
10.560	0.312500
10.570	0.312500
10.580	0.312500
10.590	0.312500
10.600	0.312500
10.610	0.312500
10.620	0.312500
10.630	0.312500
10.640	0.312500
10.650	0.312500
10.660	0.312500
10.670	0.312500
10.680	0.312500
10.690	0.312500
10.700	0.312500
10.710	0.312500
10.720	0.312500
10.730	0.312500
10.740	0.312500
10.750	0.312500
10.760	0.312500
10.770	0.312500
10.780	0.312500
10.790	0.312500
10.800	0.312500
10.810	0.312500
10.820	0.312500
10.830	0.312500
10.840	0.312500
10.850	0.312500
10.860	0.312500
10.870	0.312500
10.880	0.312500
10.890	0.312500
10.900	0.312500
10.910	0.312500
10.920	0.312500
10.930	0.312500
10.940	0.312500
10.950	0.312500
10.960	0.312500
10.970	0.312500
10.980	0.312500
10.990	0.312500
11.000	0.312500
11.010	0.312500
11.020	0.312500
11.030	0.312500
11.040	0.312500
11.050	0.312500
11.060	0.312500
11.070	0.312500
11.080	0.312500
11.090	0.312500
11.100	0.312500
11.110	0.312500
11.120	0.312500
11.130	0.312500
11.140	0.312500
11.150	0.312500
11.160	0.312500
11.170	0.312500
11.180	0.156250
11.190	0.156250
11.200	0.156250
11.210	0.156250
11.220	0.156250
11.230	0.156250
11.240	0.156250
11.250	0.156250
11.260	0.156250
11.270	0.156250
11.280	0.156250
11.290	0.156250
11.300	0.156250
11.310	0.156250
11.320	0.156250
11.330	0.156250
11.340	0.156250
11.350	0.156250
11.360	0.156250
11.370	0.156250
11.380	0.156250
11.390	0.156250
11.400	0.156250
11.410	0.156250
11.420	0.156250
11.430	0.156250
11.440	0.156250
11.450	0.156250
11.460	0.156250
11.470	0.156250
11.480	0.156250
11.490	0.156250
11.500	0.156250
11.510	0.156250
11.520	0.156250
11.530	0.156250
11.540	0.156250
11.550	0.156250
11.560	0.156250
11.570	0.156250
11.580	0.156250
11.590	0.156250
11.600	0.156250
11.610	0.156250
11.620	0.156250
11.630	0.156250
11.640	0.156250
11.650	0.156250
11.660	0.156250
11.670	0.156250
11.680	0.156250
11.690	0.156250
11.700	0.156250
11.710	0.156250
11.720	0.156250
11.730	0.156250
11.740	0.156250
11.750	0.156250
11.760	0.156250
11.770	0.156250
11.780	0.156250
11.790	0.156250
11.800	0.156250
11.810	0.156250
11.820	0.156250
11.830	0.156250
11.840	0.156250
11.850	0.156250
11.860	0.156250
11.870	0.156250
11.880	0.156250
11.890	0.156250
11.900	0.156250
11.910	0.156250
11.920	0.156250
11.930	0.156250
11.940	0.156250
11.950	0.156250
11.960	0.156250
11.970	0.156250
11.980	0.156250
11.990	0.156250
12.000	0.156250
12.010	0.156250
12.020	0.156250
12.030	0.156250
12.040	0.156250
12.050	0.156250
12.060	0.156250
12.070	0.156250
12.080	0.156250
12.090	0.156250
12.100	0.156250
12.110	0.156250
12.120	0.156250
12.130	0.156250
12.140	0.156250
12.150	0.156250
12.160	0.156250
12.170	0.156250
12.180	0.156250
12.190	0.156250
12.200	0.156250
12.210	0.156250
12.220	0.156250
12.230	0.156250
12.240	0.156250
12.250	0.156250
12.260	0.156250
12.270	0.156250
12.280	0.156250
12.290	0.156250
12.300	0.156250
12.310	0.156250
12.320	0.156250
12.330	0.156250
12.340	0.156250
12.350	0.156250
12.360	0.156250
12.370	0.156250
12.380	0.156250
12.390	0.156250
12.400	0.156250
12.410	0.156250
12.420	0.156250
12.430	0.156250
12.440	0.156250
12.450	0.156250
12.460	0.156250
12.470	0.156250
12.480	0.156250
12.490	0.156250
12.500	0.156250
12.510	0.156250
12.520	0.156250
12.530	0.156250
12.540	0.156250
12.550	0.156250
12.560	0.156250
12.570	0.156250
12.580	0.156250
12.590	0.156250
12.600	0.156250
12.610	0.156250
12.620	0.156250
12.630	0.156250
12.640	0.156250
12.650	0.156250
12.660	0.156250
12.670	0.156250
12.680	0.156250
12.690	0.156250
12.700	0.156250
12.710	0.156250
12.720	0.156250
12.730	0.156250
12.740	0.156250
12.750	0.156250
12.760	0.156250
12.770	0.156250
12.780	0.156250
12.790	0.156250
12.800	0.156250
12.810	0.156250
12.820	0.156250
12.830	0.156250
12.840	0.156250
12.850	0.156250
12.860	0.156250
12.870	0.156250
12.880	0.156250
12.890	0.156250
12.900	0.156250
12.910	0.156250
12.920	0.156250
12.930	0.156250
12.940	0.156250
12.950	0.156250
12.960	0.156250
12.970	0.156250
12.980	0.156250
12.990	0.156250
13.000	0.156250
13.010	0.156250
13.020	0.156250
13.030	0.156250
13.040	0.156250
13.050	0.156250
13.060	0.156250
13.070	0.156250
13.080	0.156250
13.090	0.156250
13.100	0.156250
13.110	0.156250
13.120	0.156250
13.130	0.156250
13.140	0.156250
13.150	0.156250
13.160	0.156250
13.170	0.156250
13.180	0.156250
13.190	0.156250
13.200	0.156250
13.210	0.156250
13.220	0.156250
13.230	0.156250
13.240	0.156250
13.250	0.156250
13.260	0.156250
13.270	0.156250
13.280	0.156250
13.290	0.156250
13.300	0.156250
13.310	0.156250
13.320	0.156250
13.330	0.156250
13.340	0.156250
13.350	0.156250
13.360	0.156250
13.370	0.156250
13.380	0.156250
13.390	0.156250
13.400	0.156250
13.410	0.156250
13.420	0.156250
13.430	0.156250
13.440	0.156250
13.450	0.156250
13.460	0.156250
13.470	0.156250
13.480	0.156250
13.490	0.156250
13.500	0.156250
13.510	0.156250
13.520	0.156250
13.530	0.156250
13.540	0.156250
13.550	0.156250
13.560	0.156250
13.570	0.156250
13.580	0.156250
13.590	0.156250
13.600	0.156250
13.610	0.156250
13.620	0.156250
13.630	0.156250
13.640	0.156250
13.650	0.156250
13.660	0.156250
13.670	0.156250
13.680	0.156250
13.690	0.156250
13.700	0.156250
13.710	0.156250
13.720	0.156250
13.730	0.156250
13.740	0.156250
13.750	0.156250
13.760	0.156250
13.770	0.156250
13.780	0.156250
13.790	0.156250
13.800	0.156250
13.810	0.156250
13.820	0.156250
13.830	0.156250
13.840	0.156250
13.850	0.156250
13.860	0.156250
13.870	0.156250
13.880	0.156250
13.890	0.156250
13.900	0.156250
13.910	0.156250
13.920	0.156250
13.930	0.078125
13.940	0.078125
13.950	0.078125
13.960	0.078125
13.970	0.078125
13.980	0.078125
13.990	0.078125
14.000	0.078125
14.010	0.078125
14.020	0.078125
14.030	0.078125
14.040	0.078125
14.050	0.078125
14.060	0.078125
14.070	0.078125
14.080	0.078125
14.090	0.078125
14.100	0.078125
14.110	0.078125
14.120	0.078125
14.130	0.078125
14.140	0.078125
14.150	0.078125
14.160	0.078125
14.170	0.078125
14.180	0.078125
14.190	0.078125
14.200	0.078125
14.210	0.078125
14.220	0.078125
14.230	0.078125
14.240	0.078125
14.250	0.078125
14.260	0.078125
14.270	0.078125
14.280	0.078125
14.290	0.078125
14.300	0.078125
14.310	0.078125
14.320	0.078125
14.330	0.078125
14.340	0.078125
14.350	0.078125
14.360	0.078125
14.370	0.078125
14.380	0.078125
14.390	0.078125
14.400	0.078125
14.410	0.078125
14.420	0.078125
14.430	0.078125
14.440	0.078125
14.450	0.078125
14.460	0.078125
14.470	0.078125
14.480	0.078125
14.490	0.078125
14.500	0.078125
14.510	0.078125
14.520	0.078125
14.530	0.078125
14.540	0.078125
14.550	0.078125
14.560	0.078125
14.570	0.078125
14.580	0.078125
14.590	0.078125
14.600	0.078125
14.610	0.078125
14.620	0.078125
14.630	0.078125
14.640	0.078125
14.650	0.078125
14.660	0.078125
14.670	0.078125
14.680	0.078125
14.690	0.078125
14.700	0.078125
14.710	0.078125
14.720	0.078125
14.730	0.078125
14.740	0.078125
14.750	0.078125
14.760	0.078125
14.770	0.078125
14.780	0.078125
14.790	0.078125
14.800	0.078125
14.810	0.078125
14.820	0.078125
14.830	0.078125
14.840	0.078125
14.850	0.078125
14.860	0.078125
14.870	0.078125
14.880	0.078125
14.890	0.078125
14.900	0.078125
14.910	0.078125
14.920	0.078125
14.930	0.078125
14.940	0.078125
14.950	0.078125
14.960	0.078125
14.970	0.078125
14.980	0.078125
14.990	0.078125
15.000	0.078125
15.010	0.078125
15.020	0.078125
15.030	0.078125
15.040	0.078125
15.050	0.078125
15.060	0.078125
15.070	0.078125
15.080	0.078125
15.090	0.078125
15.100	0.078125
15.110	0.078125
15.120	0.078125
15.130	0.078125
15.140	0.078125
15.150	0.078125
15.160	0.078125
15.170	0.078125
15.180	0.078125
15.190	0.078125
15.200	0.078125
15.210	0.078125
15.220	0.078125
15.230	0.078125
15.240	0.078125
15.250	0.078125
15.260	0.078125
15.270	0.078125
15.280	0.078125
15.290	0.078125
15.300	0.078125
15.310	0.078125
15.320	0.078125
15.330	0.078125
15.340	0.078125
15.350	0.078125
15.360	0.078125
15.370	0.078125
15.380	0.078125
15.390	0.078125
15.400	0.078125
15.410	0.078125
15.420	0.078125
15.430	0.078125
15.440	0.078125
15.450	0.078125
15.460	0.078125
15.470	0.078125
15.480	0.078125
15.490	0.078125
15.500	0.078125
